"Churn_Binary","Outage_sec_perweek","MonthlyCharge","Contacts","Yearly_equip_failure"
0,-0.700513493551861,-0.00394236166299573,-1.01364276402531,1.08678717595473
1,0.592994669384787,1.63024437914921,-1.01364276402531,1.08678717595473
0,0.264023951756767,-0.295210055804357,-1.01364276402531,1.08678717595473
0,1.71049059437664,-1.22645974405107,1.03433686086213,-0.645258300106378
1,-0.641728693431631,-0.528059299851802,1.03433686086213,1.08678717595473
0,-0.546620816695583,0.288355463187839,2.05832667330585,1.08678717595473
1,0.413485629759679,0.64023565053897,-1.01364276402531,1.08678717595473
1,-0.765415863211698,-1.34303110678202,-1.01364276402531,-0.645258300106378
0,-1.47900431183723,-1.28440268113354,1.03433686086213,0.0440957993659446
0,-0.446905009876071,-0.236175860605213,0.0103470484184113,-0.645258300106378
0,-0.226563927744596,0.054334738578841,-1.01364276402531,2.81883265201585
0,-1.15158368581675,-0.527738479932177,0.0103470484184113,1.08678717595473
0,-0.59776568778081,-0.819355543403155,-1.01364276402531,-0.645258300106378
0,-1.42979158026298,0.287513046013395,0.0103470484184113,-0.645258300106378
1,0.624856770281383,-0.294790943013954,2.05832667330585,-0.645258300106378
1,0.279900778035978,0.117037300095639,0.0103470484184113,-0.645258300106378
1,1.22702118279135,0.520257570079816,0.0103470484184113,-0.645258300106378
1,-0.0563787752769856,0.699950607117971,2.05832667330585,-0.645258300106378
0,-0.145536559803517,-0.468854832804484,0.0103470484184113,-0.645258300106378
1,0.32300590709692,-0.528144249482838,0.0103470484184113,-0.645258300106378
0,0.721558642906519,0.287674701807982,-1.01364276402531,0.0440957993659446
0,-1.04590135701224,-1.05090355377936,0.0103470484184113,-0.645258300106378
0,-0.215667326228606,-1.10985279934747,0.0103470484184113,1.08678717595473
0,-1.00272970717644,-0.528059299851802,-1.01364276402531,-0.645258300106378
1,1.30521813254127,-0.235495099225356,0.0103470484184113,-0.645258300106378
1,-0.0784538615959856,-1.86688166919522,0.0103470484184113,-0.645258300106378
1,2.04043144748644,1.16491752240347,-1.01364276402531,1.08678717595473
1,1.64882741857269,-0.760151076355838,-1.01364276402531,-0.645258300106378
1,1.19668313999114,0.640556470458594,1.03433686086213,-0.645258300106378
1,0.217060693541154,1.97997937873699,0.0103470484184113,-0.645258300106378
0,-1.17513867668803,1.33852259569721,-1.01364276402531,-0.645258300106378
0,-1.92706308582575,-0.585321475554413,1.03433686086213,-0.645258300106378
1,-0.42367429848267,1.33852259569721,-1.01364276402531,-0.645258300106378
1,0.395700964462637,0.054334738578841,0.0103470484184113,1.08678717595473
1,-1.54791377580357,2.21315768617154,0.0103470484184113,-0.645258300106378
1,1.32463329835234,-0.23616251736547,-1.01364276402531,1.08678717595473
1,2.19602461618701,1.33591486557605,0.0103470484184113,1.08678717595473
0,-0.18991029315439,-0.759692259859041,1.03433686086213,-0.645258300106378
0,2.38056845725802,0.287353881888358,0.0103470484184113,-0.645258300106378
0,-0.702385820475624,-0.585681417014646,0.0103470484184113,1.08678717595473
0,0.499125417291643,-0.00388791751898214,0.0103470484184113,-0.645258300106378
0,-0.671642139173065,-1.51695699999538,1.03433686086213,-0.645258300106378
1,0.888051104254945,1.92154062270056,0.0103470484184113,2.81883265201585
0,-0.604131200223378,0.461818814043392,-1.01364276402531,-0.645258300106378
1,1.09966670982362,1.63024437914921,-1.01364276402531,-0.645258300106378
1,0.205166266148825,1.68944884619653,0.0103470484184113,-0.645258300106378
1,0.872074263542623,0.287353881888358,0.0103470484184113,-0.645258300106378
1,-0.0845825718166156,0.521187172401903,0.0103470484184113,-0.645258300106378
0,-0.738637141802632,-1.57561870224001,1.03433686086213,2.81883265201585
0,0.849055025191896,-1.86611595818432,-1.01364276402531,1.08678717595473
1,-0.360221770988204,0.287703251217974,2.05832667330585,-0.645258300106378
1,-0.687755294527274,0.350025937918134,0.0103470484184113,-0.645258300106378
0,-2.01043704983466,-0.527738479932177,-1.01364276402531,-0.645258300106378
1,0.398495392545736,-0.0624116231864423,-1.01364276402531,-0.645258300106378
1,-0.332332997489673,-0.293959633562646,1.03433686086213,-0.645258300106378
0,0.32074163998742,-0.993471106228573,0.0103470484184113,1.08678717595473
1,-0.558221365257026,-1.34303110678202,-1.01364276402531,1.08678717595473
0,0.505968950679732,-0.701142775890715,-1.01364276402531,1.08678717595473
