"Churn","MonthlyCharge","Tenure","z_MonthlyCharge","z_Tenure"
"No",172.455519,6.795512947,-0.00394236166299573,-1.04869377389291
"Yes",242.632554,1.156680997,1.63024437914921,-1.26193805762254
"No",159.947583,15.75414408,-0.295210055804357,-0.709904305418945
"No",119.95684,17.08722662,-1.22645974405107,-0.659490986860166
"Yes",149.948316,1.670971726,-0.528059299851802,-1.24248907260102
"No",185.007692,7.000993555,0.288355463187839,-1.04092309275508
"Yes",200.118516,13.23677381,0.64023565053897,-0.805103954010779
"Yes",114.950905,4.26425515,-1.34303110678202,-1.14441860851159
"No",117.468591,8.220686373,-1.28440268113354,-0.994797844893312
"No",162.482694,3.422086139,-0.236175860605213,-1.1762670000087
"No",174.958118,19.26726194,0.054334738578841,-0.577048368523458
"No",149.962093,10.52199781,-0.527738479932177,-0.90776891525446
"No",137.439154,13.01149229,-0.819355543403155,-0.813623448259924
"No",184.971516,16.87922024,0.287513046013395,-0.667357185375675
"Yes",159.965581,10.06019902,-0.294790943013954,-0.925232807257973
"Yes",177.65076,13.87001293,0.117037300095639,-0.781156685538985
"Yes",194.966286,15.78214958,0.520257570079816,-0.70884521856533
"Yes",202.682861,2.303331273,0.699950607117971,-1.2185750670312
"No",152.490739,17.10995632,-0.468854832804484,-0.658631415473952
"Yes",149.944668,12.80615845,-0.528144249482838,-0.821388579057315
"No",184.978458,20.45390977,0.287674701807982,-0.532172786347673
"No",127.495766,2.415991977,-1.05090355377936,-1.21431456568234
"No",124.964303,6.652298992,-1.10985279934747,-1.05410971065514
"No",149.948316,8.543717478,-0.528059299851802,-0.982581744605359
"Yes",162.511928,5.770390256,-0.235495099225356,-1.08746094339107
"Yes",92.455141,4.157658837,-1.86688166919522,-1.14844977216667
"Yes",222.649979,10.40566091,1.16491752240347,-0.912168439682888
"Yes",139.981577,1.392421597,-0.760151076355838,-1.25302303127688
"Yes",200.132293,1.430386349,0.640556470458594,-1.25158731437327
"Yes",257.651257,5.425864884,1.97997937873699,-1.1004898945693
"No",230.105118,11.08287797,1.33852259569721,-0.886558052962783
"No",147.489301,3.586184954,-0.585321475554413,-1.17006125836294
"Yes",230.105118,4.727388465,1.33852259569721,-1.12690424863987
"Yes",174.958118,20.89923386,0.054334738578841,-0.51533191975657
"Yes",267.664655,3.471329958,2.21315768617154,-1.17440474147646
"Yes",162.483267,5.478588204,-0.23616251736547,-1.09849605139239
"Yes",229.993134,3.312991809,1.33591486557605,-1.18039263142778
"No",140.00128,7.161561527,-0.759692259859041,-1.03485087735964
"No",184.964681,9.847563364,0.287353881888358,-0.933274071576747
"No",147.473844,16.04202196,-0.585681417014646,-0.699017598230907
"No",172.457857,9.179779682,-0.00388791751898214,-0.958527715277624
"No",107.481989,3.002844144,-1.51695699999538,-1.1921215173495
"Yes",255.141716,3.924254455,1.92154062270056,-1.15727644951763
"No",192.456745,18.55959629,0.461818814043392,-0.603810232681213
"Yes",242.632554,8.798394712,1.63024437914921,-0.972950589637782
"Yes",245.174977,10.377366,1.68944884619653,-0.91323847118403
"Yes",184.964681,22.25746016,0.287353881888358,-0.463967737058017
"Yes",195.006206,9.427146079,0.521187172401903,-0.94917303497951
"No",104.962874,7.760290062,-1.57561870224001,-1.01220869920525
"No",92.488023,11.56938439,-1.86611595818432,-0.868159789992246
"Yes",184.979684,3.343811019,0.287703251217974,-1.17922713821573
