"z_Tenure","z_Yearly_equip_failure","z_MonthlyCharge","z_Bandwidth_GB_Year","z_Email","z_Contacts","z_Age"
-1.04869377389291,1.08678717595473,-0.00394236166299573,-1.13843010098377,-0.681664112790347,-1.01364276402531,0.720889191871754
-1.26193805762254,1.08678717595473,1.63024437914921,-1.18581654130082,-0.00810320711958186,-1.01364276402531,-1.25989416023137
-0.709904305418945,1.08678717595473,-0.295210055804357,-0.612107142999799,-1.01844456562573,-1.01364276402531,-0.148723011490591
-0.659490986860166,-0.645258300106378,-1.22645974405107,-0.561829053122068,1.00223815138657,1.03433686086213,-0.245346589641963
-1.24248907260102,1.08678717595473,-0.528059299851802,-1.42811305763149,1.33901860422195,1.03433686086213,1.44556602800704
-1.04092309275508,1.08678717595473,0.288355463187839,-1.07673505207545,1.00223815138657,2.05832667330585,1.44556602800704
-0.805103954010779,1.08678717595473,0.64023565053897,-0.679587276783934,-0.681664112790347,-1.01364276402531,1.2523188717043
-1.14441860851159,-0.645258300106378,-1.34303110678202,-1.10407473812901,1.33901860422195,-1.01364276402531,-1.11495879300431
-0.994797844893312,0.0440957993659446,-1.28440268113354,-0.95157254565422,2.68614041556348,1.03433686086213,-0.197034800566277
-1.1762670000087,-0.645258300106378,-0.236175860605213,-1.31953715775429,2.01257950989271,0.0103470484184113,1.5905013952341
-0.577048368523458,2.81883265201585,0.054334738578841,-0.303654072125014,-1.01844456562573,-1.01364276402531,-1.45314131653411
-0.90776891525446,1.08678717595473,-0.527738479932177,-1.01210724917612,1.67579905705733,0.0103470484184113,0.141147722963524
-0.813623448259924,-0.645258300106378,-0.819355543403155,-1.00487745591394,-1.01844456562573,-1.01364276402531,1.44556602800704
-0.667357185375675,-0.645258300106378,0.287513046013395,-0.66061888679581,0.665457698551183,0.0103470484184113,-1.16327058207999
-0.925232807257973,-0.645258300106378,-0.294790943013954,-0.828284710742621,-0.681664112790347,2.05832667330585,-1.11495879300431
-0.781156685538985,-0.645258300106378,0.117037300095639,-0.710351319871819,0.3286772457158,0.0103470484184113,-0.680152691323136
-0.70884521856533,-0.645258300106378,0.520257570079816,-0.604936592086475,0.3286772457158,0.0103470484184113,0.479330246493325
-1.2185750670312,-0.645258300106378,0.699950607117971,-1.14869760190019,1.33901860422195,2.05832667330585,0.334394879266267
-0.658631415473952,-0.645258300106378,-0.468854832804484,-0.713516918780496,-0.344883659954964,0.0103470484184113,0.382706668341953
-0.821388579057315,-0.645258300106378,-0.528144249482838,-0.658154088055264,-0.681664112790347,0.0103470484184113,-1.45314131653411
-0.532172786347673,0.0440957993659446,0.287674701807982,-0.485985754074606,0.665457698551183,-1.01364276402531,-0.728464480398822
-1.21431456568234,-0.645258300106378,-1.05090355377936,-1.28048447042243,2.01257950989271,0.0103470484184113,-1.11495879300431
-1.05410971065514,1.08678717595473,-1.10985279934747,-1.22604885009068,1.33901860422195,0.0103470484184113,-0.0520994333392197
-0.982581744605359,-0.645258300106378,-0.528059299851802,-1.11973963340018,-1.01844456562573,-1.01364276402531,0.720889191871754
-1.08746094339107,-0.645258300106378,-0.235495099225356,-1.1538843680189,1.00223815138657,0.0103470484184113,1.05907171540156
-1.14844977216667,-0.645258300106378,-1.86688166919522,-1.19802956563037,-0.00810320711958186,0.0103470484184113,1.15569529355293
-0.912168439682888,1.08678717595473,1.16491752240347,-0.862993394522996,1.00223815138657,-1.01364276402531,-0.293658378717649
-1.25302303127688,-0.645258300106378,-0.760151076355838,-1.36059016275272,-0.00810320711958186,-1.01364276402531,0.817512770023126
-1.25158731437327,-0.645258300106378,0.640556470458594,-0.976035821600927,0.3286772457158,1.03433686086213,-1.59807668376117
